latitude,longitude,_id,deviceId,altitude,speed,course,battery,isCollecting,timestamp,createdAt,updatedAt,__v
42.8466026390906,71.31694004491358,5c77f297-db9d-4bb2-9ca3-e9e3c0badd5b,taraz-sim-01,0.0,14.481480430179664,133.66317572831792,100.0,True,2025-10-26 16:23:00,2025-10-26 16:23:00,2025-10-26 16:23:00,0
42.846249717894665,71.31715529778964,ba291668-0c21-439b-b603-981404f21ca2,taraz-sim-01,0.0,14.481491461369917,133.66313407214614,100.0,True,2025-10-26 16:23:01,2025-10-26 16:23:01,2025-10-26 16:23:01,0
42.84619856123312,71.3171245772683,d0565a02-4055-4930-91ca-d39a1c47a80e,taraz-sim-01,0.0,14.481502491711044,133.6630924243342,100.0,True,2025-10-26 16:23:02,2025-10-26 16:23:02,2025-10-26 16:23:02,0
42.846338853988605,71.31721087359642,82d79670-f158-4396-ae0e-6051cfbbce48,taraz-sim-01,0.0,14.481513523717384,133.6630507652655,100.0,True,2025-10-26 16:23:03,2025-10-26 16:23:03,2025-10-26 16:23:03,0
42.84602552339593,71.31738849099986,a0cbe9fb-c6ac-4ac4-b916-da281076c22c,taraz-sim-01,0.0,14.4815245548746,133.66300911354443,100.0,True,2025-10-26 16:23:04,2025-10-26 16:23:04,2025-10-26 16:23:04,0
42.84588556841364,71.31749945233122,8a22bcee-b63c-4eb5-ab4e-1c6458166f90,taraz-sim-01,0.0,14.481535586020808,133.66296745892055,100.0,True,2025-10-26 16:23:05,2025-10-26 16:23:05,2025-10-26 16:23:05,0
42.84599418558897,71.31749063369219,416176c1-a88c-4b95-aaec-ed2947649ccb,taraz-sim-01,0.0,14.481546617156004,133.6629258054429,100.0,True,2025-10-26 16:23:06,2025-10-26 16:23:06,2025-10-26 16:23:06,0
42.84585758592997,71.31758932220698,1bd3625a-55e3-433b-88a2-9fbb07ab4741,taraz-sim-01,0.0,14.481557648280187,133.6628841490625,100.0,True,2025-10-26 16:23:07,2025-10-26 16:23:07,2025-10-26 16:23:07,0
42.84565345483519,71.31757380859837,0b095c5a-af79-4d21-a51e-27dc8cefd11a,taraz-sim-01,0.0,14.481568679393362,133.6628424988894,100.0,True,2025-10-26 16:23:08,2025-10-26 16:23:08,2025-10-26 16:23:08,0
42.84560286935573,71.31788117633819,65d20f9b-f8a6-4492-8771-c6fb0c32eb3a,taraz-sim-01,0.0,14.4815797096574,133.6628008499905,100.0,True,2025-10-26 16:23:09,2025-10-26 16:23:09,2025-10-26 16:23:09,0
42.84563564717487,71.31775361314182,3cb5b4c9-7866-4555-97c1-a6849d29afdd,taraz-sim-01,0.0,14.481590741586675,133.66275919388386,100.0,True,2025-10-26 16:23:10,2025-10-26 16:23:10,2025-10-26 16:23:10,0
42.84527083098502,71.31839737756033,9012e532-91c7-40c1-aaa9-98c904e4a64b,taraz-sim-01,0.0,14.481601772666815,133.6627175390514,100.0,True,2025-10-26 16:23:11,2025-10-26 16:23:11,2025-10-26 16:23:11,0
42.84546335705459,71.31814985725626,26b527de-c2f4-4c64-9b7b-69834fde9195,taraz-sim-01,0.0,4.700033136483116,134.1065452974351,100.0,True,2025-10-26 16:23:12,2025-10-26 16:23:12,2025-10-26 16:23:12,0
42.8453828772959,71.31826566903801,28c4c5d8-f948-4ec3-846e-1ae8643972a5,taraz-sim-01,0.0,4.700034290781778,134.10653164541736,100.0,True,2025-10-26 16:23:13,2025-10-26 16:23:13,2025-10-26 16:23:13,0
42.845148090202976,71.31827084119364,e9245780-4669-4058-8a7d-cf6394909aba,taraz-sim-01,0.0,4.700035444516043,134.10651803474366,100.0,True,2025-10-26 16:23:14,2025-10-26 16:23:14,2025-10-26 16:23:14,0
42.8453223025545,71.31849840175094,2680369e-900f-4cc4-ae65-82e4c78498d6,taraz-sim-01,0.0,4.700036598813961,134.10650437037145,100.0,True,2025-10-26 16:23:15,2025-10-26 16:23:15,2025-10-26 16:23:15,0
42.845307887518985,71.31841836339993,28750f4d-194a-46ff-8052-e08a4a749e4b,taraz-sim-01,0.0,4.70003775254748,134.10649075353484,100.0,True,2025-10-26 16:23:16,2025-10-26 16:23:16,2025-10-26 16:23:16,0
42.8453199564137,71.31849501913237,0e8c0fe6-3d2b-4a8e-b838-c892ec4a9377,taraz-sim-01,0.0,4.700038906844654,134.10647710466975,100.0,True,2025-10-26 16:23:17,2025-10-26 16:23:17,2025-10-26 16:23:17,0
42.84531242211952,71.31844291387826,63032b0d-99da-4683-8629-00f392255c61,taraz-sim-01,0.0,4.700040060577427,134.10646348786162,100.0,True,2025-10-26 16:23:18,2025-10-26 16:23:18,2025-10-26 16:23:18,0
42.84525799730644,71.3185670852188,22f65e3c-88fb-4c14-a655-739bac5b67ba,taraz-sim-01,0.0,4.700041214873856,134.10644982664212,100.0,True,2025-10-26 16:23:19,2025-10-26 16:23:19,2025-10-26 16:23:19,0
42.84512645852659,71.31884626722709,3a4c5ed6-3dbd-4f50-98a1-df3aae730d5c,taraz-sim-01,0.0,4.700042368605882,134.10643620986252,100.0,True,2025-10-26 16:23:20,2025-10-26 16:23:20,2025-10-26 16:23:20,0
42.84525134202389,71.31855237953901,0f29f97b-8a3e-4c4b-9d1c-5421f90a9a09,taraz-sim-01,0.0,4.700043522901567,134.1064225579587,100.0,True,2025-10-26 16:23:21,2025-10-26 16:23:21,2025-10-26 16:23:21,0
42.84514508443734,71.3187950675247,daca7790-7a3f-4f2d-8f38-c90eaa732c50,taraz-sim-01,0.0,4.700044676632847,134.1064089443032,100.0,True,2025-10-26 16:23:22,2025-10-26 16:23:22,2025-10-26 16:23:22,0
42.84494070455566,71.31855300556987,c0a9d63f-ca5c-45c3-b153-d0c4abfb2141,taraz-sim-01,0.0,4.700045830927789,134.10639528623642,100.0,True,2025-10-26 16:23:23,2025-10-26 16:23:23,2025-10-26 16:23:23,0
42.84517704294121,71.31881753804203,8fff1563-6a20-4481-a74a-62b69640debf,taraz-sim-01,0.0,4.7000469846583215,134.1063816664181,100.0,True,2025-10-26 16:23:24,2025-10-26 16:23:24,2025-10-26 16:23:24,0
42.8451554170647,71.31901197634662,b83414bc-8ae3-4db7-8940-2a4900f897d9,taraz-sim-01,0.0,4.70004813895252,134.10636800837972,100.0,True,2025-10-26 16:23:25,2025-10-26 16:23:25,2025-10-26 16:23:25,0
42.84486318463374,71.31901886723004,a4e49247-0a80-4ef0-b8e0-60d686de704d,taraz-sim-01,0.0,4.700049292682305,134.10635440097275,100.0,True,2025-10-26 16:23:26,2025-10-26 16:23:26,2025-10-26 16:23:26,0
42.84488494714683,71.31894055751128,70a5c552-02fc-4ca0-b75f-c7bac5c527b7,taraz-sim-01,0.0,4.70005044697576,134.10634074605866,100.0,True,2025-10-26 16:23:27,2025-10-26 16:23:27,2025-10-26 16:23:27,0
42.8450388157744,71.31887750468132,e913cc76-4649-4e6d-9349-c13c30a0acd3,taraz-sim-01,0.0,4.700051600704798,134.1063271201058,100.0,True,2025-10-26 16:23:28,2025-10-26 16:23:28,2025-10-26 16:23:28,0
42.844872177289176,71.31883190776958,2a787ee5-1550-4def-9588-3f183e62c072,taraz-sim-01,0.0,4.700052754997508,134.10631347450737,100.0,True,2025-10-26 16:23:29,2025-10-26 16:23:29,2025-10-26 16:23:29,0
